row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRINITY_DN198475_c1_g1,221.46343360880638,-1.0589467573906701,0.24248784590620012,-4.367009626537303,1.2595917799275956e-5,0.007276137190551544
TRINITY_DN198525_c1_g1,152.68113622710504,-1.3751887656312707,0.2992065348410498,-4.596118752425727,4.304334428505323e-6,0.0028404497562097867
TRINITY_DN198546_c1_g1,789.0225310625708,-1.2798406387984473,0.24199625579607978,-5.288679506995828,1.2320254348488372e-7,1.1584067694256621e-4
TRINITY_DN198926_c1_g1,164.8275187628286,-1.8751570817091405,0.3601440947487387,-5.206685626811066,1.9224337575642021e-7,1.7291501608019766e-4
TRINITY_DN198926_c2_g1,310.02432123033367,-1.9133144467334788,0.26848903558600057,-7.1262293544222555,1.0315577471758372e-12,2.376582366962774e-9
TRINITY_DN199015_c1_g1,113.7399406299314,-1.3491002195654878,0.28516672003816756,-4.730917476572722,2.2350737336285094e-6,0.0015836984771969217
TRINITY_DN199065_c0_g1,210.44211410432547,-1.5259232434663115,0.3322531115016455,-4.592652982449961,4.376464666273806e-6,0.002873608582198712
TRINITY_DN199269_c0_g2,122.83367152142841,-1.2053864034360442,0.27901526139714655,-4.320145060883654,1.559266672960896e-5,0.008826054256892148
TRINITY_DN199350_c1_g1,135.93504556364667,-1.5439693525183864,0.27715743467915605,-5.5707304200795535,2.5367357855863454e-8,2.8391478417527087e-5
TRINITY_DN199618_c1_g1,82.36926526019694,-1.3631533478112428,0.33100153250481484,-4.118268992580613,3.817289646449303e-5,0.01920652466135513
TRINITY_DN199740_c1_g1,600.3386098521698,-1.1702038444153453,0.19059856103419584,-6.139625808640789,8.271609242850434e-10,1.2343590879322296e-6
TRINITY_DN199793_c3_g1,282.0072244351695,-1.951789810334062,0.23264187515510654,-8.389675371352507,4.874863853603978e-17,2.1339066537304267e-13
TRINITY_DN199940_c0_g1,72.14046594000405,-1.6433124631540088,0.38315687519633784,-4.2888763572673465,1.7957930111564104e-5,0.010006732702322671
TRINITY_DN200055_c0_g1,4710.3735112098475,-1.1269636782025438,0.2243417500506427,-5.023423762844607,5.075837870686435e-7,4.200041322582759e-4
TRINITY_DN200234_c3_g1,173.22081284108833,-1.9995815709981728,0.3026344716113231,-6.607249862686687,3.915249296078218e-11,6.855392704137169e-8
TRINITY_DN200509_c0_g1,85.83969424479487,-1.593349823148511,0.3574719342494981,-4.457272503067136,8.300905503314129e-6,0.005101793502031426
TRINITY_DN200569_c1_g1,107.10330890658096,-1.3970816350851472,0.3352445836090428,-4.167350356700775,3.08160678349928e-5,0.016079987460234795
TRINITY_DN200569_c1_g2,77.23043657809033,-1.5742498527645696,0.3763499416087935,-4.182941668690263,2.877612441172546e-5,0.015176343107920476
TRINITY_DN200672_c0_g1,347.22497215698326,-1.0269482623756627,0.21172817946179015,-4.850314516405656,1.2326585758500474e-6,9.094042519056409e-4
